player_num,position,player_name,player_name,club,age,height,weight,birthplace,status,height in cm,weight in grams,weight in kg
504,NA,F,Cam Weaver,,31,6' 4'',195,USA,Active,193.04,88450.51215,88.45051215
505,33,GK,Andrew Weber,Portland Timbers,31,6' 2'',190,USA,Active,187.96,86182.5503,86.1825503
506,9,F,Andrew Wenger,Philadelphia Union,24,6',185,USA,Active,#VALUE!,83914.58845,83.91458845
507,12,F,Aaron Wheeler,Philadelphia Union,26,6' 4'',197,USA,Active,193.04,89357.69689,89.35769689
508,15,D,Ethan White,Philadelphia Union,24,6',183,USA,Active,#VALUE!,83007.40371,83.00740371
509,NA,F,Andrew Wiedeman,,25,5' 11'',166,USA,Active,180.34,75296.33342,75.29633342
510,NA,D,Matt Wiet,,24,5' 11'',170,USA,Active,180.34,77110.7029,77.1107029
511,25,D,Sheanon Williams,Philadelphia Union,24,5' 11'',170,USA,Active,180.34,77110.7029,77.1107029
512,NA,D,Josh Williams,New York City FC,26,6' 2'',192,USA,Active,187.96,87089.73504,87.08973504
513,31,D,Dicoy Williams,,28,6' 2'',187,Jamaica,Active,187.96,84821.77319,84.82177319
514,NA,GK,Joe Willis,Houston Dynamo,26,6' 5'',189,USA,Active,195.58,85728.95793,85.72895793
515,NA,D,Chris Wingert,New York City FC,32,5' 11'',165,USA,Active,180.34,74842.74105,74.84274105
516,40,GK,Daniel Withrow,Portland Timbers,24,6' 1'',180,USA,Active,185.42,81646.6266,81.6466266
517,30,M,Krystian Witkowski,,24,5' 11'',165,USA,Active,180.34,74842.74105,74.84274105
518,8,F,Chris Wondolowski,San Jose Earthquakes,31,6',165,USA,Active,#VALUE!,74842.74105,74.84274105
519,21,D,Daniel Woolard,,30,5' 10'',155,USA,Active,177.8,70306.81735,70.30681735
520,99,F,Bradley Wright-Phillips,New York Red Bulls,29,5' 8'',155,England,Active,172.72,70306.81735,70.30681735
521,NA,D,Marvell Wynne,San Jose Earthquakes,28,5' 9'',180,USA,Active,175.26,81646.6266,81.6466266
522,17,D,DeAndre Yedlin,Seattle Sounders FC,21,5' 8'',150,USA,Active,172.72,68038.8555,68.0388555
523,99,D,Luis Zapata,,34,5' 10'',170,Colombia,Active,177.8,77110.7029,77.1107029
524,11,F,Gyasi Zardes,LA Galaxy,23,6' 2'',175,USA,Active,187.96,79378.66475,79.37866475
525,NA,D,Eriq Zavaleta,,22,6' 1'',185,USA,Active,185.42,83914.58845,83.91458845
526,14,M,Ben Zemanski,Portland Timbers,26,5' 11'',150,USA,Active,180.34,68038.8555,68.0388555
527,NA,M,Alejandro Zendejas,FC Dallas,16,5' 7'',145,USA,Active,170.18,65770.89365,65.77089365
528,25,D,Walker Zimmerman,FC Dallas,21,6' 3'',185,USA,Active,190.5,83914.58845,83.91458845
529,NA,M,Sal Zizzo,New York Red Bulls,27,5' 10'',165,USA,Active,177.8,74842.74105,74.84274105
530,8,M,Graham Zusi,Sporting Kansas City,28,5' 10'',160,USA,Active,177.8,72574.7792,72.5747792
531,11,F,David Accam,Chicago Fire,24,5' 9'',154,Ghana,Active,175.26,69853.22498,69.85322498
532,23,D/M,Kellyn Acosta,FC Dallas,19,5' 10'',150,USA,Active,177.8,68038.8555,68.0388555
533,NA,D,Adaílton,Chicago Fire,31,6' 3'',180,Brazil,Active,190.5,81646.6266,81.6466266
534,3,D,Sam Adekugbe,Vancouver Whitecaps FC,19,5' 9'',165,England,Active,175.26,74842.74105,74.84274105
535,9,F,Fanendo Adi,Portland Timbers,24,6' 4'',185,Nigeria,Active,193.04,83914.58845,83.91458845
536,13,F,Tesho Akindele,FC Dallas,22,6' 1'',170,Canada,Active,185.42,77110.7029,77.1107029
537,NA,M,Fatai Alashe,,21,6',170,USA,Active,#VALUE!,77110.7029,77.1107029
538,12,M,Eric Alexander,New York Red Bulls,26,6' 1'',165,USA,Active,185.42,74842.74105,74.84274105
539,7,D/M,Jordan Allen,Real Salt Lake,19,5' 11'',160,USA,Active,180.34,72574.7792,72.5747792
540,6,M,Osvaldo Alonso,Seattle Sounders FC,29,5' 11'',165,Cuba,Active,180.34,74842.74105,74.84274105
541,30,D,Kevin Alston,New England Revolution,26,5' 8'',160,USA,Active,172.72,72574.7792,72.5747792
542,24,F,Quincy Amarikwa,Chicago Fire,27,5' 9'',180,USA,Active,175.26,81646.6266,81.6466266
543,NA,D,Jalil Anibaba,Sporting Kansas City,26,6',185,USA,Active,#VALUE!,83914.58845,83.91458845
544,NA,M,Bernardo Añor,Sporting Kansas City,26,5' 8'',158,Venezuela,Active,172.72,71667.59446,71.66759446
545,34,M,Manny Aparicio,Toronto FC,19,5' 6'',149,Argentina,Active,167.64,67585.26313,67.58526313
546,5,D,Armando,New York Red Bulls,30,6' 1'',175,Spain,Active,185.42,79378.66475,79.37866475
547,8,M,Davy Arnaud,D.C. United,34,5' 11'',160,USA,Active,180.34,72574.7792,72.5747792
548,NA,F,Jairo Arrieta,Orlando City SC,31,5' 9'',150,Costa Rica,Active,175.26,68038.8555,68.0388555
549,26,M,Corey Ashe,Houston Dynamo,28,5' 5'',154,USA,Active,165.1,69853.22498,69.85322498
550,NA,M/F,Dairon Asprilla,Portland Timbers,22,5' 11'',165,Colombia,Active,180.34,74842.74105,74.84274105
551,24,GK,Jeff Attinella,Real Salt Lake,26,6' 2'',190,USA,Active,187.96,86182.5503,86.1825503
552,42,M,Micheal Azira,Seattle Sounders FC,27,5' 10'',160,Uganda,Active,177.8,72574.7792,72.5747792
553,NA,M,Mehdi Ballouchy,New York City FC,31,5' 11'',169,Morocco,Active,180.34,76657.11053,76.65711053
554,26,D,Brandon Barklage,San Jose Earthquakes,28,5' 11'',165,USA,Active,180.34,74842.74105,74.84274105
555,25,D,Darrius Barnes,New England Revolution,28,6' 1'',175,USA,Active,185.42,79378.66475,79.37866475
556,23,M,Giles Barnes,Houston Dynamo,26,5' 11'',181,England,Active,180.34,82100.21897,82.10021897
557,NA,M,Leandro Barrera,San Jose Earthquakes,23,5' 8'',171,Argentina,Active,172.72,77564.29527,77.56429527
558,19,F,Chad Barrett,Seattle Sounders FC,29,5' 11'',185,USA,Active,180.34,83914.58845,83.91458845
559,21,D,Chad Barson,Columbus Crew SC,23,5' 10'',170,USA,Active,177.8,77110.7029,77.1107029
560,21,D/M,DaMarcus Beasley,Houston Dynamo,32,5' 8'',145,USA,Active,172.72,65770.89365,65.77089365
561,5,M,Kyle Beckerman,Real Salt Lake,32,5' 11'',165,USA,Active,180.34,74842.74105,74.84274105
562,29,F,Adam Bedell,Columbus Crew SC,23,6' 6'',204,USA,Active,198.12,92532.84348,92.53284348
563,33,D/M,Steven Beitashour,Vancouver Whitecaps FC,27,5' 10'',170,USA,Active,177.8,77110.7029,77.1107029
564,8,M,Kyle Bekker,Toronto FC,24,5' 9'',165,Canada,Active,175.26,74842.74105,74.84274105
565,27,M,Louis Béland-Goyette,Montreal Impact,19,5' 8'',140,Canada,Active,172.72,63502.9318,63.5029318
566,2,D,Tony Beltran,Real Salt Lake,27,5' 8'',150,USA,Active,172.72,68038.8555,68.0388555
567,12,GK,Joe Bendik,Toronto FC,25,6' 2'',217,USA,Active,187.96,98429.54429,98.42954429
568,5,D,Víctor Bernárdez,San Jose Earthquakes,32,6' 2'',190,Honduras,Active,187.96,86182.5503,86.1825503
569,12,GK,John Berner,Colorado Rapids,23,6' 3'',205,USA,Active,190.5,92986.43585,92.98643585
570,8,M,Patrice Bernier,Montreal Impact,35,5' 9'',170,Canada,Active,175.26,77110.7029,77.1107029
571,4,D,Austin Berry,Philadelphia Union,26,6' 2'',188,USA,Active,187.96,85275.36556,85.27536556
572,5,D,Matt Besler,Sporting Kansas City,27,6',170,USA,Active,#VALUE!,77110.7029,77.1107029
573,NA,M,Nick Besler,,21,6' 1'',165,USA,Active,185.42,74842.74105,74.84274105
574,16,F,Claudio Bieler,Sporting Kansas City,30,5' 11'',171,Argentina,Active,180.34,77564.29527,77.56429527
575,15,D,Steve Birnbaum,D.C. United,23,6' 2'',180,USA,Active,187.96,81646.6266,81.6466266
576,1,GK,Andre Blake,Philadelphia Union,24,6' 4'',175,Jamaica,Active,193.04,79378.66475,79.37866475
577,28,D,Mark Bloom,Toronto FC,27,5' 11'',162,USA,Active,180.34,73481.96394,73.48196394
578,NA,D,Nat Borchers,Portland Timbers,33,6' 2'',175,USA,Active,187.96,79378.66475,79.37866475
579,32,D,Bobby Boswell,D.C. United,31,6' 2'',185,USA,Active,187.96,83914.58845,83.91458845
580,21,M,Rubén Bover,New York Red Bulls,22,5' 7'',144,Spain,Active,170.18,65317.30128,65.31730128
581,11,F,David Accam,Chicago Fire,24,5' 9'',154,Ghana,Active,175.26,69853.22498,69.85322498
582,23,D/M,Kellyn Acosta,FC Dallas,19,5' 10'',150,USA,Active,177.8,68038.8555,68.0388555
583,NA,D,Adaílton,Chicago Fire,31,6' 3'',180,Brazil,Active,190.5,81646.6266,81.6466266
584,3,D,Sam Adekugbe,Vancouver Whitecaps FC,19,5' 9'',165,England,Active,175.26,74842.74105,74.84274105
585,9,F,Fanendo Adi,Portland Timbers,24,6' 4'',185,Nigeria,Active,193.04,83914.58845,83.91458845
586,13,F,Tesho Akindele,FC Dallas,22,6' 1'',170,Canada,Active,185.42,77110.7029,77.1107029
587,NA,M,Fatai Alashe,,21,6',170,USA,Active,#VALUE!,77110.7029,77.1107029
588,12,M,Eric Alexander,New York Red Bulls,26,6' 1'',165,USA,Active,185.42,74842.74105,74.84274105
589,7,D/M,Jordan Allen,Real Salt Lake,19,5' 11'',160,USA,Active,180.34,72574.7792,72.5747792
590,6,M,Osvaldo Alonso,Seattle Sounders FC,29,5' 11'',165,Cuba,Active,180.34,74842.74105,74.84274105
591,30,D,Kevin Alston,New England Revolution,26,5' 8'',160,USA,Active,172.72,72574.7792,72.5747792
592,24,F,Quincy Amarikwa,Chicago Fire,27,5' 9'',180,USA,Active,175.26,81646.6266,81.6466266
593,NA,D,Jalil Anibaba,Sporting Kansas City,26,6',185,USA,Active,#VALUE!,83914.58845,83.91458845
594,NA,M,Bernardo Añor,Sporting Kansas City,26,5' 8'',158,Venezuela,Active,172.72,71667.59446,71.66759446
595,34,M,Manny Aparicio,Toronto FC,19,5' 6'',149,Argentina,Active,167.64,67585.26313,67.58526313
596,5,D,Armando,New York Red Bulls,30,6' 1'',175,Spain,Active,185.42,79378.66475,79.37866475
597,8,M,Davy Arnaud,D.C. United,34,5' 11'',160,USA,Active,180.34,72574.7792,72.5747792
598,NA,F,Jairo Arrieta,Orlando City SC,31,5' 9'',150,Costa Rica,Active,175.26,68038.8555,68.0388555
599,26,M,Corey Ashe,Houston Dynamo,28,5' 5'',154,USA,Active,165.1,69853.22498,69.85322498
600,NA,M/F,Dairon Asprilla,Portland Timbers,22,5' 11'',165,Colombia,Active,180.34,74842.74105,74.84274105
601,24,GK,Jeff Attinella,Real Salt Lake,26,6' 2'',190,USA,Active,187.96,86182.5503,86.1825503
602,42,M,Micheal Azira,Seattle Sounders FC,27,5' 10'',160,Uganda,Active,177.8,72574.7792,72.5747792
603,NA,M,Mehdi Ballouchy,New York City FC,31,5' 11'',169,Morocco,Active,180.34,76657.11053,76.65711053
604,26,D,Brandon Barklage,San Jose Earthquakes,28,5' 11'',165,USA,Active,180.34,74842.74105,74.84274105
605,25,D,Darrius Barnes,New England Revolution,28,6' 1'',175,USA,Active,185.42,79378.66475,79.37866475
606,23,M,Giles Barnes,Houston Dynamo,26,5' 11'',181,England,Active,180.34,82100.21897,82.10021897
607,NA,M,Leandro Barrera,San Jose Earthquakes,23,5' 8'',171,Argentina,Active,172.72,77564.29527,77.56429527
608,19,F,Chad Barrett,Seattle Sounders FC,29,5' 11'',185,USA,Active,180.34,83914.58845,83.91458845
609,21,D,Chad Barson,Columbus Crew SC,23,5' 10'',170,USA,Active,177.8,77110.7029,77.1107029
610,21,D/M,DaMarcus Beasley,Houston Dynamo,32,5' 8'',145,USA,Active,172.72,65770.89365,65.77089365
611,5,M,Kyle Beckerman,Real Salt Lake,32,5' 11'',165,USA,Active,180.34,74842.74105,74.84274105
612,29,F,Adam Bedell,Columbus Crew SC,23,6' 6'',204,USA,Active,198.12,92532.84348,92.53284348
613,33,D/M,Steven Beitashour,Vancouver Whitecaps FC,27,5' 10'',170,USA,Active,177.8,77110.7029,77.1107029
614,8,M,Kyle Bekker,Toronto FC,24,5' 9'',165,Canada,Active,175.26,74842.74105,74.84274105
615,27,M,Louis Béland-Goyette,Montreal Impact,19,5' 8'',140,Canada,Active,172.72,63502.9318,63.5029318
616,2,D,Tony Beltran,Real Salt Lake,27,5' 8'',150,USA,Active,172.72,68038.8555,68.0388555
617,12,GK,Joe Bendik,Toronto FC,25,6' 2'',217,USA,Active,187.96,98429.54429,98.42954429
618,5,D,Víctor Bernárdez,San Jose Earthquakes,32,6' 2'',190,Honduras,Active,187.96,86182.5503,86.1825503
619,12,GK,John Berner,Colorado Rapids,23,6' 3'',205,USA,Active,190.5,92986.43585,92.98643585
620,8,M,Patrice Bernier,Montreal Impact,35,5' 9'',170,Canada,Active,175.26,77110.7029,77.1107029
621,4,D,Austin Berry,Philadelphia Union,26,6' 2'',188,USA,Active,187.96,85275.36556,85.27536556
622,5,D,Matt Besler,Sporting Kansas City,27,6',170,USA,Active,#VALUE!,77110.7029,77.1107029
623,NA,M,Nick Besler,,21,6' 1'',165,USA,Active,185.42,74842.74105,74.84274105
624,16,F,Claudio Bieler,Sporting Kansas City,30,5' 11'',171,Argentina,Active,180.34,77564.29527,77.56429527
625,15,D,Steve Birnbaum,D.C. United,23,6' 2'',180,USA,Active,187.96,81646.6266,81.6466266
626,1,GK,Andre Blake,Philadelphia Union,24,6' 4'',175,Jamaica,Active,193.04,79378.66475,79.37866475
627,28,D,Mark Bloom,Toronto FC,27,5' 11'',162,USA,Active,180.34,73481.96394,73.48196394
628,NA,D,Nat Borchers,Portland Timbers,33,6' 2'',175,USA,Active,187.96,79378.66475,79.37866475
629,32,D,Bobby Boswell,D.C. United,31,6' 2'',185,USA,Active,187.96,83914.58845,83.91458845
630,21,M,Rubén Bover,New York Red Bulls,22,5' 7'',144,Spain,Active,170.18,65317.30128,65.31730128
631,11,F,David Accam,Chicago Fire,24,5' 9'',154,Ghana,Active,175.26,69853.22498,69.85322498
632,23,D/M,Kellyn Acosta,FC Dallas,19,5' 10'',150,USA,Active,177.8,68038.8555,68.0388555
633,NA,D,Adaílton,Chicago Fire,31,6' 3'',180,Brazil,Active,190.5,81646.6266,81.6466266
634,3,D,Sam Adekugbe,Vancouver Whitecaps FC,19,5' 9'',165,England,Active,175.26,74842.74105,74.84274105
635,9,F,Fanendo Adi,Portland Timbers,24,6' 4'',185,Nigeria,Active,193.04,83914.58845,83.91458845
636,13,F,Tesho Akindele,FC Dallas,22,6' 1'',170,Canada,Active,185.42,77110.7029,77.1107029
637,NA,M,Fatai Alashe,,21,6',170,USA,Active,#VALUE!,77110.7029,77.1107029
638,12,M,Eric Alexander,New York Red Bulls,26,6' 1'',165,USA,Active,185.42,74842.74105,74.84274105
639,7,D/M,Jordan Allen,Real Salt Lake,19,5' 11'',160,USA,Active,180.34,72574.7792,72.5747792
640,6,M,Osvaldo Alonso,Seattle Sounders FC,29,5' 11'',165,Cuba,Active,180.34,74842.74105,74.84274105
641,30,D,Kevin Alston,New England Revolution,26,5' 8'',160,USA,Active,172.72,72574.7792,72.5747792
642,24,F,Quincy Amarikwa,Chicago Fire,27,5' 9'',180,USA,Active,175.26,81646.6266,81.6466266
643,NA,D,Jalil Anibaba,Sporting Kansas City,26,6',185,USA,Active,#VALUE!,83914.58845,83.91458845
644,NA,M,Bernardo Añor,Sporting Kansas City,26,5' 8'',158,Venezuela,Active,172.72,71667.59446,71.66759446
645,34,M,Manny Aparicio,Toronto FC,19,5' 6'',149,Argentina,Active,167.64,67585.26313,67.58526313
646,5,D,Armando,New York Red Bulls,30,6' 1'',175,Spain,Active,185.42,79378.66475,79.37866475
647,8,M,Davy Arnaud,D.C. United,34,5' 11'',160,USA,Active,180.34,72574.7792,72.5747792
648,NA,F,Jairo Arrieta,Orlando City SC,31,5' 9'',150,Costa Rica,Active,175.26,68038.8555,68.0388555
649,26,M,Corey Ashe,Houston Dynamo,28,5' 5'',154,USA,Active,165.1,69853.22498,69.85322498
650,NA,M/F,Dairon Asprilla,Portland Timbers,22,5' 11'',165,Colombia,Active,180.34,74842.74105,74.84274105
651,24,GK,Jeff Attinella,Real Salt Lake,26,6' 2'',190,USA,Active,187.96,86182.5503,86.1825503
652,42,M,Micheal Azira,Seattle Sounders FC,27,5' 10'',160,Uganda,Active,177.8,72574.7792,72.5747792
653,NA,M,Mehdi Ballouchy,New York City FC,31,5' 11'',169,Morocco,Active,180.34,76657.11053,76.65711053
654,26,D,Brandon Barklage,San Jose Earthquakes,28,5' 11'',165,USA,Active,180.34,74842.74105,74.84274105
655,25,D,Darrius Barnes,New England Revolution,28,6' 1'',175,USA,Active,185.42,79378.66475,79.37866475
656,23,M,Giles Barnes,Houston Dynamo,26,5' 11'',181,England,Active,180.34,82100.21897,82.10021897
657,NA,M,Leandro Barrera,San Jose Earthquakes,23,5' 8'',171,Argentina,Active,172.72,77564.29527,77.56429527
658,19,F,Chad Barrett,Seattle Sounders FC,29,5' 11'',185,USA,Active,180.34,83914.58845,83.91458845
659,21,D,Chad Barson,Columbus Crew SC,23,5' 10'',170,USA,Active,177.8,77110.7029,77.1107029
660,21,D/M,DaMarcus Beasley,Houston Dynamo,32,5' 8'',145,USA,Active,172.72,65770.89365,65.77089365
661,5,M,Kyle Beckerman,Real Salt Lake,32,5' 11'',165,USA,Active,180.34,74842.74105,74.84274105
662,29,F,Adam Bedell,Columbus Crew SC,23,6' 6'',204,USA,Active,198.12,92532.84348,92.53284348
663,33,D/M,Steven Beitashour,Vancouver Whitecaps FC,27,5' 10'',170,USA,Active,177.8,77110.7029,77.1107029
664,8,M,Kyle Bekker,Toronto FC,24,5' 9'',165,Canada,Active,175.26,74842.74105,74.84274105
665,27,M,Louis Béland-Goyette,Montreal Impact,19,5' 8'',140,Canada,Active,172.72,63502.9318,63.5029318
666,2,D,Tony Beltran,Real Salt Lake,27,5' 8'',150,USA,Active,172.72,68038.8555,68.0388555
667,12,GK,Joe Bendik,Toronto FC,25,6' 2'',217,USA,Active,187.96,98429.54429,98.42954429
668,5,D,Víctor Bernárdez,San Jose Earthquakes,32,6' 2'',190,Honduras,Active,187.96,86182.5503,86.1825503
669,12,GK,John Berner,Colorado Rapids,23,6' 3'',205,USA,Active,190.5,92986.43585,92.98643585
670,8,M,Patrice Bernier,Montreal Impact,35,5' 9'',170,Canada,Active,175.26,77110.7029,77.1107029
671,4,D,Austin Berry,Philadelphia Union,26,6' 2'',188,USA,Active,187.96,85275.36556,85.27536556
672,5,D,Matt Besler,Sporting Kansas City,27,6',170,USA,Active,#VALUE!,77110.7029,77.1107029
673,NA,M,Nick Besler,,21,6' 1'',165,USA,Active,185.42,74842.74105,74.84274105
674,16,F,Claudio Bieler,Sporting Kansas City,30,5' 11'',171,Argentina,Active,180.34,77564.29527,77.56429527
675,15,D,Steve Birnbaum,D.C. United,23,6' 2'',180,USA,Active,187.96,81646.6266,81.6466266
676,1,GK,Andre Blake,Philadelphia Union,24,6' 4'',175,Jamaica,Active,193.04,79378.66475,79.37866475
677,28,D,Mark Bloom,Toronto FC,27,5' 11'',162,USA,Active,180.34,73481.96394,73.48196394
678,NA,D,Nat Borchers,Portland Timbers,33,6' 2'',175,USA,Active,187.96,79378.66475,79.37866475
679,32,D,Bobby Boswell,D.C. United,31,6' 2'',185,USA,Active,187.96,83914.58845,83.91458845
680,21,M,Rubén Bover,New York Red Bulls,22,5' 7'',144,Spain,Active,170.18,65317.30128,65.31730128
